plate_unique,plate_id,plate_well,rfu
plate_4,RFP_2_plate_1,G3,3.962
plate_4,RFP_2_plate_1,G4,3.436
plate_4,RFP_2_plate_1,G5,3.008
plate_4,RFP_2_plate_1,G6,3.138
plate_4,RFP_2_plate_1,G7,2.902
plate_4,RFP_2_plate_1,G8,3.346
plate_4,RFP_2_plate_1,G9,3.327
plate_4,RFP_2_plate_1,G10,3.025
plate_4,RFP_2_plate_1,G11,2.866
plate_4,RFP_2_plate_1,G12,3.415
plate_4,RFP_2_plate_1,H1,26.757
plate_4,RFP_2_plate_1,H2,12.279
plate_4,RFP_2_plate_1,H3,4.201
plate_4,RFP_2_plate_1,H4,2.781
plate_4,RFP_2_plate_1,H5,2.909
plate_4,RFP_2_plate_1,H6,3.087
plate_4,RFP_2_plate_1,H7,2.74
plate_4,RFP_2_plate_1,H8,2.874
plate_4,RFP_2_plate_1,H9,3.081
plate_4,RFP_2_plate_1,H10,2.99
plate_4,RFP_2_plate_1,H11,2.908
plate_4,RFP_2_plate_1,H12,3.395
plate_5,RFP_3_plate_1,A1,16.397
plate_5,RFP_3_plate_1,A2,6.624
plate_5,RFP_3_plate_1,A3,4.341
plate_5,RFP_3_plate_1,A4,4.046
plate_5,RFP_3_plate_1,A5,3.937
plate_5,RFP_3_plate_1,A6,4.005
plate_5,RFP_3_plate_1,A7,3.537
plate_5,RFP_3_plate_1,A8,4.787
plate_5,RFP_3_plate_1,A9,4.206
plate_5,RFP_3_plate_1,A10,3.47
plate_5,RFP_3_plate_1,A11,4.471
plate_5,RFP_3_plate_1,A12,4.919
plate_5,RFP_3_plate_1,B1,15.635
plate_5,RFP_3_plate_1,B2,5.967
plate_5,RFP_3_plate_1,B3,4.011
plate_5,RFP_3_plate_1,B4,4.088
plate_5,RFP_3_plate_1,B5,4.171
plate_5,RFP_3_plate_1,B6,4.604
plate_5,RFP_3_plate_1,B7,4.311
plate_5,RFP_3_plate_1,B8,4.239
plate_5,RFP_3_plate_1,B9,4.236
plate_5,RFP_3_plate_1,B10,4.158
plate_5,RFP_3_plate_1,B11,3.59
plate_5,RFP_3_plate_1,B12,4.297
plate_5,RFP_3_plate_1,C1,20.744
plate_5,RFP_3_plate_1,C2,7.892
plate_5,RFP_3_plate_1,C3,4.658
plate_5,RFP_3_plate_1,C4,4.859
plate_5,RFP_3_plate_1,C5,4.196
plate_5,RFP_3_plate_1,C6,3.97
plate_5,RFP_3_plate_1,C7,4.298
plate_5,RFP_3_plate_1,C8,4.634
plate_5,RFP_3_plate_1,C9,4.643
plate_5,RFP_3_plate_1,C10,4.694
plate_5,RFP_3_plate_1,C11,4.488
plate_5,RFP_3_plate_1,C12,3.999
plate_5,RFP_3_plate_1,D1,22.192
plate_5,RFP_3_plate_1,D2,7.41
plate_5,RFP_3_plate_1,D3,4.925
plate_5,RFP_3_plate_1,D4,4.641
plate_5,RFP_3_plate_1,D5,4.062
plate_5,RFP_3_plate_1,D6,4.754
plate_5,RFP_3_plate_1,D7,4.413
plate_5,RFP_3_plate_1,D8,4.835
plate_5,RFP_3_plate_1,D9,4.214
plate_5,RFP_3_plate_1,D10,4.26
plate_5,RFP_3_plate_1,D11,3.774
plate_5,RFP_3_plate_1,D12,4.287
plate_5,RFP_3_plate_1,E1,19.666
plate_5,RFP_3_plate_1,E2,7.902
plate_5,RFP_3_plate_1,E3,4.703
plate_5,RFP_3_plate_1,E4,4.171
plate_5,RFP_3_plate_1,E5,4.109
plate_5,RFP_3_plate_1,E6,3.944
plate_5,RFP_3_plate_1,E7,4.007
plate_5,RFP_3_plate_1,E8,4.606
plate_5,RFP_3_plate_1,E9,4.69
plate_5,RFP_3_plate_1,E10,4.051
plate_5,RFP_3_plate_1,E11,4.205
plate_5,RFP_3_plate_1,E12,4.918
plate_5,RFP_3_plate_1,F1,21.261
plate_5,RFP_3_plate_1,F2,8.104
plate_5,RFP_3_plate_1,F3,3.779
plate_5,RFP_3_plate_1,F4,4.679
plate_5,RFP_3_plate_1,F5,3.791
plate_5,RFP_3_plate_1,F6,4.088
plate_5,RFP_3_plate_1,F7,4.506
plate_5,RFP_3_plate_1,F8,4.739
plate_5,RFP_3_plate_1,F9,4.779
plate_5,RFP_3_plate_1,F10,3.794
plate_5,RFP_3_plate_1,F11,4.357
plate_5,RFP_3_plate_1,F12,4.351
plate_5,RFP_3_plate_1,G1,19.662
plate_5,RFP_3_plate_1,G2,7.762
plate_5,RFP_3_plate_1,G3,3.73
plate_5,RFP_3_plate_1,G4,4.29
plate_5,RFP_3_plate_1,G5,4.454
plate_5,RFP_3_plate_1,G6,3.642
plate_5,RFP_3_plate_1,G7,3.908
plate_5,RFP_3_plate_1,G8,4.783
plate_5,RFP_3_plate_1,G9,4.692
plate_5,RFP_3_plate_1,G10,3.574
plate_5,RFP_3_plate_1,G11,3.746
plate_5,RFP_3_plate_1,G12,5.068
plate_5,RFP_3_plate_1,H1,20.571
plate_5,RFP_3_plate_1,H2,8.523
plate_5,RFP_3_plate_1,H3,4.009
plate_5,RFP_3_plate_1,H4,4.579
plate_5,RFP_3_plate_1,H5,3.884
plate_5,RFP_3_plate_1,H6,3.984
plate_5,RFP_3_plate_1,H7,3.8
plate_5,RFP_3_plate_1,H8,4.117
plate_5,RFP_3_plate_1,H9,4.72
plate_5,RFP_3_plate_1,H10,4.212
plate_5,RFP_3_plate_1,H11,3.902
plate_5,RFP_3_plate_1,H12,4.921
plate_6,RFP_1_plate_1_shaking,A1,17.031
plate_6,RFP_1_plate_1_shaking,A2,9.553
plate_6,RFP_1_plate_1_shaking,A3,3.822
plate_6,RFP_1_plate_1_shaking,A4,3.569
plate_6,RFP_1_plate_1_shaking,A5,3.385
plate_6,RFP_1_plate_1_shaking,A6,3.067
plate_6,RFP_1_plate_1_shaking,A7,3.05
plate_6,RFP_1_plate_1_shaking,A8,2.735
plate_6,RFP_1_plate_1_shaking,A9,3.483
plate_6,RFP_1_plate_1_shaking,A10,2.892
plate_6,RFP_1_plate_1_shaking,A11,3.087
plate_6,RFP_1_plate_1_shaking,A12,3.268
plate_6,RFP_1_plate_1_shaking,B1,20.625
plate_6,RFP_1_plate_1_shaking,B2,9.585
plate_6,RFP_1_plate_1_shaking,B3,3.844
plate_6,RFP_1_plate_1_shaking,B4,3.369
plate_6,RFP_1_plate_1_shaking,B5,2.95
plate_6,RFP_1_plate_1_shaking,B6,2.846
plate_6,RFP_1_plate_1_shaking,B7,2.925
plate_6,RFP_1_plate_1_shaking,B8,2.667
plate_6,RFP_1_plate_1_shaking,B9,3.554
plate_6,RFP_1_plate_1_shaking,B10,3.195
plate_6,RFP_1_plate_1_shaking,B11,2.789
plate_6,RFP_1_plate_1_shaking,B12,3.457
plate_6,RFP_1_plate_1_shaking,C1,17.285
plate_6,RFP_1_plate_1_shaking,C2,6.642
plate_6,RFP_1_plate_1_shaking,C3,3.963
plate_6,RFP_1_plate_1_shaking,C4,3.518
plate_6,RFP_1_plate_1_shaking,C5,3.06
plate_6,RFP_1_plate_1_shaking,C6,3.15
plate_6,RFP_1_plate_1_shaking,C7,2.643
plate_6,RFP_1_plate_1_shaking,C8,3.141
plate_6,RFP_1_plate_1_shaking,C9,3.105
plate_6,RFP_1_plate_1_shaking,C10,3.307
plate_6,RFP_1_plate_1_shaking,C11,2.881
plate_6,RFP_1_plate_1_shaking,C12,2.821
plate_6,RFP_1_plate_1_shaking,D1,17.768
plate_6,RFP_1_plate_1_shaking,D2,8.96
plate_6,RFP_1_plate_1_shaking,D3,3.327
plate_6,RFP_1_plate_1_shaking,D4,3.84
plate_6,RFP_1_plate_1_shaking,D5,3.202
plate_6,RFP_1_plate_1_shaking,D6,2.866
plate_6,RFP_1_plate_1_shaking,D7,2.973
plate_6,RFP_1_plate_1_shaking,D8,2.943
plate_6,RFP_1_plate_1_shaking,D9,3.014
plate_6,RFP_1_plate_1_shaking,D10,3.002
plate_6,RFP_1_plate_1_shaking,D11,2.869
plate_6,RFP_1_plate_1_shaking,D12,3.148
plate_6,RFP_1_plate_1_shaking,E1,18.202
plate_6,RFP_1_plate_1_shaking,E2,8.623
plate_6,RFP_1_plate_1_shaking,E3,3.384
plate_6,RFP_1_plate_1_shaking,E4,2.911
plate_6,RFP_1_plate_1_shaking,E5,3.225
plate_6,RFP_1_plate_1_shaking,E6,2.996
plate_6,RFP_1_plate_1_shaking,E7,2.646
plate_6,RFP_1_plate_1_shaking,E8,2.852
plate_6,RFP_1_plate_1_shaking,E9,2.455
plate_6,RFP_1_plate_1_shaking,E10,2.521
plate_6,RFP_1_plate_1_shaking,E11,2.528
plate_6,RFP_1_plate_1_shaking,E12,3.488
plate_6,RFP_1_plate_1_shaking,F1,16.887
plate_6,RFP_1_plate_1_shaking,F2,12.238
plate_6,RFP_1_plate_1_shaking,F3,3.512
plate_6,RFP_1_plate_1_shaking,F4,3.421
plate_6,RFP_1_plate_1_shaking,F5,2.808
plate_6,RFP_1_plate_1_shaking,F6,2.668
plate_6,RFP_1_plate_1_shaking,F7,2.554
plate_6,RFP_1_plate_1_shaking,F8,3.074
plate_6,RFP_1_plate_1_shaking,F9,3.258
plate_6,RFP_1_plate_1_shaking,F10,2.965
plate_6,RFP_1_plate_1_shaking,F11,3.107
plate_6,RFP_1_plate_1_shaking,F12,2.844
plate_6,RFP_1_plate_1_shaking,G1,23.752
plate_6,RFP_1_plate_1_shaking,G2,12.204
plate_6,RFP_1_plate_1_shaking,G3,3.814
plate_6,RFP_1_plate_1_shaking,G4,3.284
plate_6,RFP_1_plate_1_shaking,G5,2.734
plate_6,RFP_1_plate_1_shaking,G6,3.128
plate_6,RFP_1_plate_1_shaking,G7,2.922
plate_6,RFP_1_plate_1_shaking,G8,2.984
plate_6,RFP_1_plate_1_shaking,G9,3.176
plate_6,RFP_1_plate_1_shaking,G10,2.546
plate_6,RFP_1_plate_1_shaking,G11,2.933
plate_6,RFP_1_plate_1_shaking,G12,3.481
plate_6,RFP_1_plate_1_shaking,H1,22.467
plate_6,RFP_1_plate_1_shaking,H2,11.065
plate_6,RFP_1_plate_1_shaking,H3,4.168
plate_6,RFP_1_plate_1_shaking,H4,3.117
plate_6,RFP_1_plate_1_shaking,H5,2.739
plate_6,RFP_1_plate_1_shaking,H6,2.821
plate_6,RFP_1_plate_1_shaking,H7,3.16
plate_6,RFP_1_plate_1_shaking,H8,3.213
plate_6,RFP_1_plate_1_shaking,H9,2.669
plate_6,RFP_1_plate_1_shaking,H10,2.71
plate_6,RFP_1_plate_1_shaking,H11,2.981
plate_6,RFP_1_plate_1_shaking,H12,3.611
plate_7,RFP_2_plate_1,A1,18.644
plate_7,RFP_2_plate_1,A2,9.577
plate_7,RFP_2_plate_1,A3,4.601
plate_7,RFP_2_plate_1,A4,2.723
plate_7,RFP_2_plate_1,A5,3.034
plate_7,RFP_2_plate_1,A6,2.898
plate_7,RFP_2_plate_1,A7,2.914
plate_7,RFP_2_plate_1,A8,3.092
plate_7,RFP_2_plate_1,A9,2.706
plate_7,RFP_2_plate_1,A10,2.666
plate_7,RFP_2_plate_1,A11,2.796
plate_7,RFP_2_plate_1,A12,2.988
plate_7,RFP_2_plate_1,B1,18.089
plate_7,RFP_2_plate_1,B2,10.464
plate_7,RFP_2_plate_1,B3,3.5
plate_7,RFP_2_plate_1,B4,3.116
plate_7,RFP_2_plate_1,B5,2.448
plate_7,RFP_2_plate_1,B6,3.183
plate_7,RFP_2_plate_1,B7,3.185
plate_7,RFP_2_plate_1,B8,2.856
plate_7,RFP_2_plate_1,B9,2.825
plate_7,RFP_2_plate_1,B10,2.239
plate_7,RFP_2_plate_1,B11,2.652
plate_7,RFP_2_plate_1,B12,3.65
plate_7,RFP_2_plate_1,C1,17.186
plate_7,RFP_2_plate_1,C2,12.302
plate_7,RFP_2_plate_1,C3,4.101
plate_7,RFP_2_plate_1,C4,2.612
plate_7,RFP_2_plate_1,C5,2.853
plate_7,RFP_2_plate_1,C6,2.385
plate_7,RFP_2_plate_1,C7,2.456
plate_7,RFP_2_plate_1,C8,2.57
plate_7,RFP_2_plate_1,C9,3.341
plate_7,RFP_2_plate_1,C10,2.803
plate_7,RFP_2_plate_1,C11,2.622
plate_7,RFP_2_plate_1,C12,3.061
plate_7,RFP_2_plate_1,D1,15.705
plate_7,RFP_2_plate_1,D2,12.752
plate_7,RFP_2_plate_1,D3,3.98
plate_7,RFP_2_plate_1,D4,3.089
plate_7,RFP_2_plate_1,D5,2.483
plate_7,RFP_2_plate_1,D6,2.777
plate_7,RFP_2_plate_1,D7,2.958
plate_7,RFP_2_plate_1,D8,3.066
plate_7,RFP_2_plate_1,D9,2.998
plate_7,RFP_2_plate_1,D10,3.039
plate_7,RFP_2_plate_1,D11,2.891
plate_7,RFP_2_plate_1,D12,3.306
plate_7,RFP_2_plate_1,E1,18.03
plate_7,RFP_2_plate_1,E2,12.476
plate_7,RFP_2_plate_1,E3,4.613
plate_7,RFP_2_plate_1,E4,2.839
plate_7,RFP_2_plate_1,E5,2.992
plate_7,RFP_2_plate_1,E6,3.171
plate_7,RFP_2_plate_1,E7,2.981
plate_7,RFP_2_plate_1,E8,3.021
plate_7,RFP_2_plate_1,E9,3.229
plate_7,RFP_2_plate_1,E10,2.641
plate_7,RFP_2_plate_1,E11,3.084
plate_7,RFP_2_plate_1,E12,3.12
plate_7,RFP_2_plate_1,F1,20.394
plate_7,RFP_2_plate_1,F2,13.448
plate_7,RFP_2_plate_1,F3,5.108
plate_7,RFP_2_plate_1,F4,2.889
plate_7,RFP_2_plate_1,F5,2.466
plate_7,RFP_2_plate_1,F6,3.175
plate_7,RFP_2_plate_1,F7,2.418
plate_7,RFP_2_plate_1,F8,2.697
plate_7,RFP_2_plate_1,F9,2.915
plate_7,RFP_2_plate_1,F10,2.577
plate_7,RFP_2_plate_1,F11,2.24
plate_7,RFP_2_plate_1,F12,3.325
plate_7,RFP_2_plate_1,G1,21.77
plate_7,RFP_2_plate_1,G2,14.057
plate_7,RFP_2_plate_1,G3,3.994
plate_7,RFP_2_plate_1,G4,2.952
plate_7,RFP_2_plate_1,G5,2.515
plate_7,RFP_2_plate_1,G6,3.262
plate_7,RFP_2_plate_1,G7,3.197
plate_7,RFP_2_plate_1,G8,2.852
plate_7,RFP_2_plate_1,G9,2.948
plate_7,RFP_2_plate_1,G10,3.09
plate_7,RFP_2_plate_1,G11,2.669
plate_7,RFP_2_plate_1,G12,4.484
plate_7,RFP_2_plate_1,H1,23.493
plate_7,RFP_2_plate_1,H2,13.439
plate_7,RFP_2_plate_1,H3,4.144
plate_7,RFP_2_plate_1,H4,3.416
plate_7,RFP_2_plate_1,H5,2.79
plate_7,RFP_2_plate_1,H6,2.683
plate_7,RFP_2_plate_1,H7,2.743
plate_7,RFP_2_plate_1,H8,3.016
plate_7,RFP_2_plate_1,H9,3.208
plate_7,RFP_2_plate_1,H10,2.725
plate_7,RFP_2_plate_1,H11,3.057
plate_7,RFP_2_plate_1,H12,3.177
plate_8,RFP_3_plate_1,A1,14.517
plate_8,RFP_3_plate_1,A2,10.211
plate_8,RFP_3_plate_1,A3,4.257
plate_8,RFP_3_plate_1,A4,4.497
plate_8,RFP_3_plate_1,A5,3.803
plate_8,RFP_3_plate_1,A6,3.631
plate_8,RFP_3_plate_1,A7,2.974
plate_8,RFP_3_plate_1,A8,3.963
plate_8,RFP_3_plate_1,A9,3.101
plate_8,RFP_3_plate_1,A10,2.524
plate_8,RFP_3_plate_1,A11,2.991
plate_8,RFP_3_plate_1,A12,3.52
plate_8,RFP_3_plate_1,B1,16.204
plate_8,RFP_3_plate_1,B2,10.315
plate_8,RFP_3_plate_1,B3,3.691
plate_8,RFP_3_plate_1,B4,3.678
plate_8,RFP_3_plate_1,B5,3.822
plate_8,RFP_3_plate_1,B6,3.025
plate_8,RFP_3_plate_1,B7,3.4
plate_8,RFP_3_plate_1,B8,3.347
plate_8,RFP_3_plate_1,B9,2.402
plate_8,RFP_3_plate_1,B10,2.972
plate_8,RFP_3_plate_1,B11,3.685
plate_8,RFP_3_plate_1,B12,3.513
plate_8,RFP_3_plate_1,C1,15.087
plate_8,RFP_3_plate_1,C2,8.204
plate_8,RFP_3_plate_1,C3,3.843
plate_8,RFP_3_plate_1,C4,3.218
plate_8,RFP_3_plate_1,C5,3.596
plate_8,RFP_3_plate_1,C6,3.792
plate_8,RFP_3_plate_1,C7,2.877
plate_8,RFP_3_plate_1,C8,2.853
plate_8,RFP_3_plate_1,C9,3.422
plate_8,RFP_3_plate_1,C10,2.847
plate_8,RFP_3_plate_1,C11,3.36
plate_8,RFP_3_plate_1,C12,3.786
plate_8,RFP_3_plate_1,D1,18.349
plate_8,RFP_3_plate_1,D2,11.224
plate_8,RFP_3_plate_1,D3,3.967
plate_8,RFP_3_plate_1,D4,3.544
plate_8,RFP_3_plate_1,D5,3.383
plate_8,RFP_3_plate_1,D6,4.515
plate_8,RFP_3_plate_1,D7,3.073
plate_8,RFP_3_plate_1,D8,4.037
plate_8,RFP_3_plate_1,D9,3.076
plate_8,RFP_3_plate_1,D10,2.903
plate_8,RFP_3_plate_1,D11,3.402
plate_8,RFP_3_plate_1,D12,3.841
plate_8,RFP_3_plate_1,E1,20.654
plate_8,RFP_3_plate_1,E2,12.037
plate_8,RFP_3_plate_1,E3,4.705
plate_8,RFP_3_plate_1,E4,3.885
plate_8,RFP_3_plate_1,E5,3.846
plate_8,RFP_3_plate_1,E6,3.352
plate_8,RFP_3_plate_1,E7,3.607
plate_8,RFP_3_plate_1,E8,3.469
plate_8,RFP_3_plate_1,E9,3.316
plate_8,RFP_3_plate_1,E10,2.814
plate_8,RFP_3_plate_1,E11,2.982
plate_8,RFP_3_plate_1,E12,3.487
plate_8,RFP_3_plate_1,F1,22.518
plate_8,RFP_3_plate_1,F2,11.723
plate_8,RFP_3_plate_1,F3,5.119
plate_8,RFP_3_plate_1,F4,3.81
plate_8,RFP_3_plate_1,F5,3.413
plate_8,RFP_3_plate_1,F6,3.736
plate_8,RFP_3_plate_1,F7,3.215
plate_8,RFP_3_plate_1,F8,3.223
plate_8,RFP_3_plate_1,F9,3.556
plate_8,RFP_3_plate_1,F10,2.539
plate_8,RFP_3_plate_1,F11,3.494
plate_8,RFP_3_plate_1,F12,3.807
plate_8,RFP_3_plate_1,G1,21.518
plate_8,RFP_3_plate_1,G2,12.641
plate_8,RFP_3_plate_1,G3,4.77
plate_8,RFP_3_plate_1,G4,3.645
plate_8,RFP_3_plate_1,G5,3.277
plate_8,RFP_3_plate_1,G6,3.63
plate_8,RFP_3_plate_1,G7,3.005
plate_8,RFP_3_plate_1,G8,2.96
plate_8,RFP_3_plate_1,G9,5.512
plate_8,RFP_3_plate_1,G10,2.605
plate_8,RFP_3_plate_1,G11,3.011
plate_8,RFP_3_plate_1,G12,3.327
plate_8,RFP_3_plate_1,H1,26.721
plate_8,RFP_3_plate_1,H2,12.984
plate_8,RFP_3_plate_1,H3,4.962
plate_8,RFP_3_plate_1,H4,3.403
plate_8,RFP_3_plate_1,H5,3.123
plate_8,RFP_3_plate_1,H6,3.197
plate_8,RFP_3_plate_1,H7,3.532
plate_8,RFP_3_plate_1,H8,3.255
plate_8,RFP_3_plate_1,H9,3.474
plate_8,RFP_3_plate_1,H10,2.966
plate_8,RFP_3_plate_1,H11,3.322
plate_8,RFP_3_plate_1,H12,3.334
plate_9,RFP_1_plate_1_shaking,A1,15.724
plate_9,RFP_1_plate_1_shaking,A2,10.231
plate_9,RFP_1_plate_1_shaking,A3,4.05
plate_9,RFP_1_plate_1_shaking,A4,3.136
plate_9,RFP_1_plate_1_shaking,A5,3.373
plate_9,RFP_1_plate_1_shaking,A6,3.48
plate_9,RFP_1_plate_1_shaking,A7,3.277
plate_9,RFP_1_plate_1_shaking,A8,2.728
plate_9,RFP_1_plate_1_shaking,A9,2.808
plate_9,RFP_1_plate_1_shaking,A10,3.295
plate_9,RFP_1_plate_1_shaking,A11,3.149
plate_9,RFP_1_plate_1_shaking,A12,3.58
plate_9,RFP_1_plate_1_shaking,B1,16.219
plate_9,RFP_1_plate_1_shaking,B2,10.611
plate_9,RFP_1_plate_1_shaking,B3,3.725
plate_9,RFP_1_plate_1_shaking,B4,3.338
plate_9,RFP_1_plate_1_shaking,B5,2.32
plate_9,RFP_1_plate_1_shaking,B6,3.204
plate_9,RFP_1_plate_1_shaking,B7,2.633
plate_9,RFP_1_plate_1_shaking,B8,3.229
plate_9,RFP_1_plate_1_shaking,B9,3.087
plate_9,RFP_1_plate_1_shaking,B10,3.314
plate_9,RFP_1_plate_1_shaking,B11,2.709
plate_9,RFP_1_plate_1_shaking,B12,3.148
plate_9,RFP_1_plate_1_shaking,C1,16.278
plate_9,RFP_1_plate_1_shaking,C2,10.515
plate_9,RFP_1_plate_1_shaking,C3,3.826
plate_9,RFP_1_plate_1_shaking,C4,3.063
plate_9,RFP_1_plate_1_shaking,C5,2.809
plate_9,RFP_1_plate_1_shaking,C6,3.263
plate_9,RFP_1_plate_1_shaking,C7,2.708
plate_9,RFP_1_plate_1_shaking,C8,2.936
plate_9,RFP_1_plate_1_shaking,C9,2.584
plate_9,RFP_1_plate_1_shaking,C10,2.793
plate_9,RFP_1_plate_1_shaking,C11,2.493
plate_9,RFP_1_plate_1_shaking,C12,3.113
plate_9,RFP_1_plate_1_shaking,D1,18.622
plate_9,RFP_1_plate_1_shaking,D2,12.07
plate_9,RFP_1_plate_1_shaking,D3,3.923
plate_9,RFP_1_plate_1_shaking,D4,2.884
plate_9,RFP_1_plate_1_shaking,D5,2.861
plate_9,RFP_1_plate_1_shaking,D6,3.154
plate_9,RFP_1_plate_1_shaking,D7,2.669
plate_9,RFP_1_plate_1_shaking,D8,2.633
plate_9,RFP_1_plate_1_shaking,D9,2.855
plate_9,RFP_1_plate_1_shaking,D10,2.748
plate_9,RFP_1_plate_1_shaking,D11,3.059
plate_9,RFP_1_plate_1_shaking,D12,3.145
plate_9,RFP_1_plate_1_shaking,E1,18.722
plate_9,RFP_1_plate_1_shaking,E2,10.474
plate_9,RFP_1_plate_1_shaking,E3,3.522
plate_9,RFP_1_plate_1_shaking,E4,3.065
plate_9,RFP_1_plate_1_shaking,E5,2.718
plate_9,RFP_1_plate_1_shaking,E6,3.424
plate_9,RFP_1_plate_1_shaking,E7,2.506
plate_9,RFP_1_plate_1_shaking,E8,2.585
plate_9,RFP_1_plate_1_shaking,E9,2.545
plate_9,RFP_1_plate_1_shaking,E10,2.906
plate_9,RFP_1_plate_1_shaking,E11,2.342
plate_9,RFP_1_plate_1_shaking,E12,3.595
plate_9,RFP_1_plate_1_shaking,F1,22.714
